Time,Zone1,Zone2,Zone3,Zone4,Zone5
6/12/2016 21:00,0.179205891,0.179205891,0.179205891,0.179205891,0.179205891
6/12/2016 22:00,0.192010759,0.192010759,0.192010759,0.192010759,0.192010759
6/12/2016 23:00,0.179662466,0.179662466,0.179662466,0.179662466,0.179662466
6/13/2016 0:00,0.178043698,0.178043698,0.178043698,0.178043698,0.178043698
6/13/2016 1:00,0.17974548,0.17974548,0.17974548,0.17974548,0.17974548
6/13/2016 2:00,0.177462602,0.177462602,0.177462602,0.177462602,0.177462602
6/13/2016 3:00,0.17007438,0.17007438,0.17007438,0.17007438,0.17007438
6/13/2016 4:00,0.172751573,0.172751573,0.172751573,0.172751573,0.172751573
6/13/2016 5:00,0.179620959,0.179620959,0.179620959,0.179620959,0.179620959
6/13/2016 6:00,0.190724046,0.190724046,0.190724046,0.190724046,0.190724046
6/13/2016 7:00,0.191512676,0.191512676,0.191512676,0.191512676,0.191512676
6/13/2016 8:00,0.199357474,0.199357474,0.199357474,0.199357474,0.199357474
6/13/2016 9:00,0.219924125,0.219924125,0.219924125,0.219924125,0.219924125
6/13/2016 10:00,0.224946456,0.224946456,0.224946456,0.224946456,0.224946456
6/13/2016 11:00,0.241424682,0.241424682,0.241424682,0.241424682,0.241424682
6/13/2016 12:00,0.242669888,0.242669888,0.242669888,0.242669888,0.242669888
6/13/2016 13:00,0.237502283,0.237502283,0.237502283,0.237502283,0.237502283
6/13/2016 14:00,0.242607627,0.242607627,0.242607627,0.242607627,0.242607627
6/13/2016 15:00,0.238622968,0.238622968,0.238622968,0.238622968,0.238622968
6/13/2016 16:00,0.230674404,0.230674404,0.230674404,0.230674404,0.230674404
6/13/2016 17:00,0.228246252,0.228246252,0.228246252,0.228246252,0.228246252
6/13/2016 18:00,0.209277615,0.209277615,0.209277615,0.209277615,0.209277615
6/13/2016 19:00,0.222601318,0.222601318,0.222601318,0.222601318,0.222601318
6/13/2016 20:00,0.189001511,0.189001511,0.189001511,0.189001511,0.189001511
6/13/2016 21:00,0.186594113,0.186594113,0.186594113,0.186594113,0.186594113
6/13/2016 22:00,0.200623433,0.200623433,0.200623433,0.200623433,0.200623433
6/13/2016 23:00,0.188607196,0.188607196,0.188607196,0.188607196,0.188607196
6/14/2016 0:00,0.190848566,0.190848566,0.190848566,0.190848566,0.190848566
6/14/2016 1:00,0.179953014,0.179953014,0.179953014,0.179953014,0.179953014
